,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CDFF LN,Cardiff Property PLC/The,,,,,,,,,,100%,0%,$2.750,00,$  2.084,56,$    2.316,18,$      2.750,00,$  2.750,00,1.06%,0.76%,0.90%,1.63%,113.59%,118.31%,110%,,,,,,,NO,,,1.03%,0.75%,0.29%,0.01%,29
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Cardiff Property PLC/The - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.01%,11/10/2017,,,,,,,,,,$    2.316,18,-16%,0.76%,$  2.750,00,$   1.500,00,$       1.287,50,$   1.350,00,0.75%,1.01%,0.91%,0.76%,0.00%,0.00%,-15%,,,,5Y CAGR,3.36%,,Cardiff Property PLC/The - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.44%,,Cardiff Property PLC/The - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Cardiff Property PLC/The - Rating: 100% - Upside: 0%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2017,2/17/2017,1.557,50,,,6/22/2020,,6/22/2020,,,,,0.92%,1.557,50,14.40,1.885,71,1.429,41,1.588,24,28%,21%,0.76%,1.01%,1.35%,76.57%,79.59%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/20/2017,1.557,50,,,6/29/2020,,6/29/2020,,,,,0.92%,1.557,50,14.40,1.885,71,1.429,41,1.588,24,28%,21%,0.76%,1.01%,1.35%,76.57%,79.59%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/21/2017,1.557,50,,,7/6/2020,,7/6/2020,,,,,0.92%,1.557,50,14.40,1.885,71,1.429,41,1.588,24,28%,21%,0.76%,1.01%,1.35%,76.57%,79.59%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/22/2017,1.570,00,,,7/13/2020,,7/13/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/23/2017,1.570,00,,,7/20/2020,,7/20/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/24/2017,1.570,00,,,7/27/2020,,7/27/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/27/2017,1.570,00,,,8/3/2020,,8/3/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/28/2017,1.570,00,,,8/10/2020,,8/10/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/1/2017,1.570,00,,,8/17/2020,,8/17/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/2/2017,1.570,00,,,8/24/2020,,8/24/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/3/2017,1.570,00,,,8/31/2020,,8/31/2020,,,,,0.92%,1.570,00,14.40,1.885,71,1.429,41,1.588,24,31%,20%,0.76%,1.01%,1.34%,75.16%,78.16%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/6/2017,1.607,50,,,9/7/2020,,9/8/2020,,,,,0.90%,1.607,50,14.40,1.885,71,1.429,41,1.588,24,39%,17%,0.76%,1.01%,1.31%,71.07%,74.00%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/7/2017,1.607,50,,,9/14/2020,,9/14/2020,,,,,0.90%,1.607,50,14.40,1.885,71,1.429,41,1.588,24,39%,17%,0.76%,1.01%,1.31%,71.07%,74.00%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/8/2017,1.607,50,,,9/21/2020,,9/21/2020,,,,,0.90%,1.607,50,14.40,1.885,71,1.429,41,1.588,24,39%,17%,0.76%,1.01%,1.31%,71.07%,74.00%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/9/2017,1.607,50,,,9/28/2020,,9/28/2020,,,,,0.90%,1.607,50,14.40,1.885,71,1.429,41,1.588,24,39%,17%,0.76%,1.01%,1.31%,71.07%,74.00%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/10/2017,1.662,50,,,10/5/2020,,10/5/2020,,,,,0.87%,1.662,50,14.40,1.885,71,1.429,41,1.588,24,51%,13%,0.76%,1.01%,1.26%,65.41%,68.25%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/13/2017,1.675,00,,,10/12/2020,,10/12/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/14/2017,1.675,00,,,10/19/2020,,10/19/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/15/2017,1.675,00,,,10/26/2020,,10/26/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/16/2017,1.675,00,,,11/2/2020,,11/2/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/17/2017,1.675,00,,,11/9/2020,,11/9/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/20/2017,1.675,00,,,11/16/2020,,11/16/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/21/2017,1.675,00,,,11/23/2020,,11/23/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/22/2017,1.675,00,,,11/30/2020,,11/30/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/23/2017,1.675,00,,,12/7/2020,,12/7/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/24/2017,1.675,00,,,12/14/2020,,12/14/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/27/2017,1.675,00,,,12/21/2020,,12/21/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/28/2017,1.675,00,,,12/28/2020,,12/28/2020,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/29/2017,1.675,00,,,1/4/2021,,1/4/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/30/2017,1.675,00,,,1/11/2021,,1/11/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/31/2017,1.675,00,,,1/18/2021,,1/19/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/3/2017,1.675,00,,,1/25/2021,,1/25/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/4/2017,1.675,00,,,2/1/2021,,2/1/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/5/2017,1.675,00,,,2/8/2021,,2/8/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/6/2017,1.675,00,,,2/15/2021,,2/16/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/7/2017,1.650,00,,,2/22/2021,,2/22/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/10/2017,1.650,00,,,3/1/2021,,3/1/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/11/2017,1.650,00,,,3/8/2021,,3/8/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/12/2017,1.650,00,,,3/15/2021,,3/15/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/13/2017,1.650,00,,,3/22/2021,,3/22/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/18/2017,1.650,00,,,3/29/2021,,3/29/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/19/2017,1.650,00,,,4/6/2021,,4/5/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/20/2017,1.650,00,,,4/12/2021,,4/12/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/21/2017,1.650,00,,,4/19/2021,,4/19/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/24/2017,1.650,00,,,4/26/2021,,4/26/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/25/2017,1.637,50,,,5/3/2021,,5/3/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/26/2017,1.637,50,,,5/10/2021,,5/10/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/27/2017,1.637,50,,,5/17/2021,,5/17/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/28/2017,1.637,50,,,5/24/2021,,5/24/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/2/2017,1.637,50,,,5/31/2021,,6/1/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/3/2017,1.637,50,,,6/7/2021,,6/7/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/4/2017,1.637,50,,,6/14/2021,,6/14/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/5/2017,1.637,50,,,6/21/2021,,6/21/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/8/2017,1.637,50,,,6/28/2021,,6/28/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/9/2017,1.637,50,,,7/5/2021,,7/6/2021,,,,,0.88%,1.637,50,14.40,1.885,71,1.429,41,1.588,24,46%,15%,0.76%,1.01%,1.28%,67.94%,70.82%,47.1,0.91%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/10/2017,1.650,00,,,7/12/2021,,7/12/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/11/2017,1.650,00,,,7/19/2021,,7/19/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/12/2017,1.650,00,,,7/26/2021,,7/26/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/15/2017,1.650,00,,,8/2/2021,,8/2/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/16/2017,1.650,00,,,8/9/2021,,8/9/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/17/2017,1.650,00,,,8/16/2021,,8/16/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/18/2017,1.650,00,,,8/23/2021,,8/23/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/19/2017,1.650,00,,,8/30/2021,,8/30/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/22/2017,1.650,00,,,9/6/2021,,9/7/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/23/2017,1.650,00,,,9/13/2021,,9/13/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/24/2017,1.650,00,,,9/20/2021,,9/20/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/25/2017,1.650,00,,,9/27/2021,,9/27/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/26/2017,1.650,00,,,10/4/2021,,10/4/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/30/2017,1.650,00,,,10/11/2021,,10/11/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-1.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/31/2017,1.712,50,,,10/18/2021,,10/18/2021,,,,,0.84%,1.712,50,14.40,1.885,71,1.429,41,1.588,24,62%,10%,0.76%,1.01%,1.23%,60.58%,63.33%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/1/2017,1.712,50,,,10/25/2021,,10/25/2021,,,,,0.84%,1.712,50,14.40,1.885,71,1.429,41,1.588,24,62%,10%,0.76%,1.01%,1.23%,60.58%,63.33%,47.1,0.91%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/2/2017,1.650,00,,,11/1/2021,,11/1/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-3.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/5/2017,1.650,00,,,11/8/2021,,11/8/2021,,,,,0.87%,1.650,00,14.40,1.885,71,1.429,41,1.588,24,48%,14%,0.76%,1.01%,1.27%,66.67%,69.52%,47.1,0.91%,-3.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/6/2017,1.675,00,,,11/15/2021,,11/15/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/7/2017,1.675,00,,,11/22/2021,,11/22/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/8/2017,1.675,00,,,11/29/2021,,11/29/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/9/2017,1.675,00,,,12/6/2021,,12/6/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/12/2017,1.675,00,,,12/13/2021,,12/13/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/13/2017,1.675,00,,,12/20/2021,,12/20/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/14/2017,1.675,00,,,12/27/2021,,12/27/2021,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/15/2017,1.675,00,,,1/3/2022,,1/3/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/16/2017,1.675,00,,,1/10/2022,,1/10/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/19/2017,1.675,00,,,1/17/2022,,1/18/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/20/2017,1.675,00,,,1/24/2022,,1/24/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/21/2017,1.675,00,,,1/31/2022,,1/31/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/22/2017,1.675,00,,,2/7/2022,,2/7/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,6/23/2017,1.675,00,,,2/14/2022,,2/14/2022,,,,,0.86%,1.675,00,14.40,1.885,71,1.429,41,1.588,24,54%,13%,0.76%,1.01%,1.25%,64.18%,66.99%,47.1,0.91%,-2.19%,,,,,,,,,,,,
